AirQualityStation,ndvi,ID,name
no0097a,0.01853667610263096,1,zander
hr0010a,-0.017395783227840498,2,zander
es1270a,-0.024826162044945095,3,zander
it1336a,0.01573908351588959,4,zander
it2087a,-0.027685053682135276,5,zander
230031100,-0.013432298784128369,6,zander
gb0926a,-0.013019727244578812,7,zander
deby033,0.02368576335020147,8,zander
es1697a,0.01609727760774475,9,zander
gb0644a,0.022005640923303843,10,zander
fr14028,0.024416207701932247,11,zander
ch0020a,0.0198980344987912,12,zander
es0120a,0.0176411288191109,13,zander
debw076,-0.00898560179599628,14,zander
121275002,0.017450558700993154,15,zander
fr15013,-0.014521788702406543,16,zander
at54057,0.015796302077134568,17,zander
ie0028a,-0.03889536606412375,18,zander
es1272a,-0.015060724279774207,19,zander
tr0114a,-0.020964177842085412,20,zander
nl00537,0.016844034386999083,21,zander
it2056a,0.018370362283904377,22,zander
deby053,0.01934742200315858,23,zander
bg0051a,0.01680396888441239,24,zander
it1646a,0.01618934647753268,25,zander
gb1014a,-0.029065123444847355,26,zander
fr41017,-0.010805309889576734,27,zander
denw053,-0.015604493540428283,28,zander
261630094,-0.013312367605659363,29,zander
gb0918a,0.017951009006304128,30,zander
it0775a,0.01687103745728429,31,zander
fi00801,-0.011544508363237586,32,zander
es1309a,-0.010787136537170174,33,zander
pl0072a,-0.00933494631797398,34,zander
betr821,0.017770614886683075,35,zander
cz0molj,0.02139886638184143,36,zander
es1231a,-0.011395657893771165,37,zander
tr0022a,-0.009566210937045634,38,zander
pl0089a,-0.009276674632300978,39,zander
fr05090,-0.017687370172561483,40,zander
fr05090,-0.017687370172561483,40,nuria
no0078a,0.017873045433981403,41,nuria
it1343a,0.0160012741814621,42,nuria
es1499a,0.017759773758985162,43,nuria
80310026,-0.012001564631236568,44,nuria
dehh021,0.01884525781244083,45,nuria
bg0076a,-0.010348308009512665,46,nuria
550790056,0.028993180005703296,47,nuria
es1244a,0.016515724573081723,48,nuria
171630900,0.018015872807650945,49,nuria
290950018,-0.009688991402701831,50,nuria
gb0840a,0.02123169156572121,51,nuria
80010006,-0.012542525395672542,52,nuria
denw095,0.018710530477106486,53,nuria
pl0519a,0.02150418564802494,54,nuria
demv007,0.01889438386841742,55,nuria
it0837a,0.020792715172497266,56,nuria
320310020,0.016511901452429634,57,nuria
betr820,0.025518020559906384,58,nuria
tr0035a,-0.01293678349231951,59,nuria
fr19015,0.016024568354238933,60,nuria
es1464a,0.023686115484483048,61,nuria
pl0046a,-0.01445932315994465,62,nuria
mk0043a,-0.037762997618158274,63,nuria
dehh047,0.015820178702307588,64,nuria
gb1046a,-0.014597983480798781,65,nuria
desl013,-0.01523916946823014,66,nuria
pl0559a,-0.009035898821849145,67,nuria
dest028,0.017365671664436283,68,nuria
es1271a,-0.021229433111883248,69,nuria
gr0010a,0.024068329189960134,70,nuria
390610048,-0.043816298358717073,71,nuria
debb007,0.01707797623962036,72,nuria
it2128a,-0.01804891953765997,73,nuria
nl00247,-0.020124172989900557,74,nuria
gb0921a,-0.009549313693512454,75,nuria
pl0489a,-0.015908551729233368,76,nuria
420692006,-0.009538101164950274,77,nuria
it1091a,0.0230277969988907,78,nuria
484391053,0.01799117985615911,79,nuria
it1078a,0.020303883485473084,80,nuria
it1078a,0.020303883485473084,80,philipp
480391004,0.018541683243233766,81,philipp
es0343a,0.018539073057166823,82,philipp
it0897a,-0.009959486690736548,83,philipp
denw030,-0.03741993052232674,84,philipp
demv019,0.01744485624216753,85,philipp
deni062,0.019309577013354888,86,philipp
at9stad,-0.010162590752707793,87,philipp
no0104a,-0.04071713048824843,88,philipp
ie002ap,0.016599844837245928,89,philipp
gb0583a,-0.04076361846821121,90,philipp
at4s156,0.018695717161518185,91,philipp
es1067a,0.02100290396602151,92,philipp
at60107,-0.010079749944317526,93,philipp
cz0tovk,0.019460601565149272,94,philipp
371190041,-0.008881672335999482,95,philipp
xk0001a,0.026433707999731236,96,philipp
denw078,-0.015618526254928725,97,philipp
tr0101a,-0.020669107623126196,98,philipp
fr12009,0.02321083200681977,99,philipp
it0940a,0.023953309570482723,100,philipp
pl0049a,-0.024269924135465994,101,philipp
es1868a,0.01585031156649036,102,philipp
me0009a,0.018259016217779245,103,philipp
denw115,0.02466230980649249,104,philipp
derp007,-0.012668236407755972,105,philipp
gb0633a,-0.023233485805688733,106,philipp
rs0034a,0.02129460606651954,107,philipp
it2140a,-0.010883638367929814,108,philipp
pl0562a,-0.010683217937362974,109,philipp
fr19091,0.015665598323969798,110,philipp
cz0kkvm,0.02388630792325177,111,philipp
es2054a,-0.012407014255928037,112,philipp
fr26010,0.01608962985263469,113,philipp
180970078,0.019258092751734866,114,philipp
derp011,0.020114396012178216,115,philipp
at90lob,0.018484807950784693,116,philipp
cz0abra,0.025055674658634244,117,philipp
es0880a,-0.018500809837503587,118,philipp
deth013,0.01640885496041936,119,philipp
401359021,0.01628227183629102,120,philipp
401359021,0.01628227183629102,120,amir
gb1026a,0.030188875016838927,121,amir
340170006,-0.015525420860943155,122,amir
nl00704,-0.009931307507581939,123,amir
cz0ltas,-0.009525606336720699,124,amir
ch0043a,0.019505032188863913,125,amir
no0101a,-0.012279673684764769,126,amir
40070008,-0.014249958310444396,127,amir
fi00889,-0.016535718199115253,128,amir
r160512,-0.009500556071909886,129,amir
it2073a,0.016782051772182147,130,amir
gb0649a,-0.02567175714763376,131,amir
nl00014,0.016996282356541374,132,amir
it1476a,0.016939326732941927,133,amir
it1383a,0.022034085727857363,134,amir
fr18019,-0.011545186603613599,135,amir
gb0841a,0.01842292242260001,136,amir
cz0llim,0.023105104952557173,137,amir
420110011,-0.012103006799270634,138,amir
desn006,0.016325005281730035,139,amir
pl0127a,0.03956190006244964,140,amir
ro0186a,0.017334749724257727,141,amir
cz0emtr,0.01809167630196156,142,amir
ie001bp,-0.00922754619475016,143,amir
fr01064,-0.008897424362036084,144,amir
lv0003a,-0.01325639151338598,145,amir
se0043a,0.019878799134512702,146,amir
es0879a,-0.01775964226330448,147,amir
410670005,-0.014468454118491373,148,amir
dehe018,-0.010665171806227473,149,amir
ro0068a,0.017682466074111412,150,amir
it1575a,0.018080017680064682,151,amir
es2039a,-0.01300098395819416,152,amir
ro0123a,0.021242820041011485,153,amir
nl00551,-0.016297156398634237,154,amir
mk0031a,-0.012148264408366648,155,amir
at90akc,0.015772269861271723,156,amir
130890003,0.016624564336341727,157,amir
tr0019a,-0.016298897222986854,158,amir
it1076a,0.021332691607459375,159,amir
it2113a,0.018085395053940315,160,amir
it2113a,0.018085395053940315,160,erik
es1974a,-0.017006342326608755,161,erik
51190007,0.016105126916467347,162,erik
pl0214a,-0.008875825167879528,163,erik
pl0168a,-0.016249000095658068,164,erik
pl0591a,-0.013139455727973573,165,erik
230050029,-0.012521892392036355,166,erik
482011034,0.018424940433402724,167,erik
181270023,-0.014829167707338707,168,erik
40134005,-0.01025239265776473,169,erik
se0073a,0.019493538315095406,170,erik
no0099a,-0.029978028686809252,171,erik
330150018,0.016724035719465555,172,erik
es1320a,-0.0326227629209957,173,erik
it1388a,0.016296635003509287,174,erik
es1358a,-0.01514389770239706,175,erik
480391016,-0.011323668687034284,176,erik
481671034,0.016014728398999034,177,erik
demv003,-0.0091212505633996,178,erik
no0102a,-0.010473178401108084,179,erik
nl00133,-0.00953159073448905,180,erik
471570100,0.023874750885888203,181,erik
nl00138,-0.018563845865609847,182,erik
fr82040,-0.009157664103802842,183,erik
230112005,-0.016066399694230255,184,erik
gb1038a,0.024348313282871518,185,erik
pl0101a,0.017049535871180778,186,erik
ie0125a,-0.08224739889937763,187,erik
denw024,-0.014406663073821447,188,erik
es1867a,-0.010139000220170998,189,erik
it1011a,0.015816494836934165,190,erik
at51200,0.015688533606170153,191,erik
pl0487a,0.018538713714123776,192,erik
se0097a,0.020878876959093254,193,erik
ie0131a,0.017708033641439108,194,erik
pl0308a,-0.02320399416252277,195,erik
it1582a,-0.010632366431834227,196,erik
110010041,-0.024495811648636918,197,erik
420031376,0.022359060020724738,198,erik
deni052,0.02316879231963065,199,erik
211110043,0.022782624731159787,200,erik
211110043,0.022782624731159787,200,sourangsu
deni054,0.01746488562389719,201,sourangsu
deby009,0.02350740761130211,202,sourangsu
517600025,-0.011577856662132673,203,sourangsu
it0840a,-0.009470860052681608,204,sourangsu
deni020,0.020213327122408045,205,sourangsu
pl0536a,0.023247850839472343,206,sourangsu
420030003,-0.03505929778998365,207,sourangsu
tr0053a,-0.010524839339294908,208,sourangsu
190330018,0.016546911981006066,209,sourangsu
pl0495a,0.017699992232354536,210,sourangsu
debw038,-0.009460164735510547,211,sourangsu
fr34030,-0.016494602057495995,212,sourangsu
cz0torv,-0.009920422305395192,213,sourangsu
it0459a,-0.012753736981465535,214,sourangsu
se0114a,-0.010661963629469326,215,sourangsu
gb1034a,0.017768881853454193,216,sourangsu
deth009,-0.011139226150868445,217,sourangsu
dk0046a,-0.008883143982231547,218,sourangsu
gb0637a,0.018316010706685027,219,sourangsu
330150014,-0.009970969919233663,220,sourangsu
tr0063a,-0.009309888225625933,221,sourangsu
ee0022a,0.01854176647243095,222,sourangsu
debw084,-0.021380922210685677,223,sourangsu
130890002,-0.009247277578025879,224,sourangsu
gb1024a,0.05204190905595343,225,sourangsu
nl00448,0.028217639124243254,226,sourangsu
cz0ccbd,0.017873544906637583,227,sourangsu
mk0030a,-0.01119948744960039,228,sourangsu
gb0995a,-0.019634375048719874,229,sourangsu
gb1028a,0.016669511349581917,230,sourangsu
it1488a,-0.01135529931029093,231,sourangsu
530570018,-0.033513553136960056,232,sourangsu
at4s407,0.03142735151275671,233,sourangsu
pl0621a,-0.013558117766654271,234,sourangsu
nl00550,-0.012527185413285522,235,sourangsu
it2156a,-0.009798817596654978,236,sourangsu
at30065,0.01579823281901261,237,sourangsu
pt01054,0.01947782133123123,238,sourangsu
fr33120,0.016425451164337915,239,sourangsu
fi00080,-0.018852543767288156,240,sourangsu
